"","STYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","AAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"3992","37",1,2,"4","04","01","06","3","03","07","1","04","04","07","02","02","05","06","02","1","01","06","03","03","02","04","01","05","04","08","03","08","01","03","10","01","06","03","03","01","01","04","2","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"3993","10",1,1,"4","10","02","06","3","03","05","1","06","07","04","02","04","03","06","05","1","02","03","03","03","04","02","02","04","03","06","05","05","03","05","05","06","04","04","04","01","01","04","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"3994","09",1,3,"2","10","03","06","1","04","10","1","01","02","04","06","05","06","01","10","1","01","01","01","01","10","01","01","01","01","01","10","08","03","01","03","08","01","01","06","01","05","01","9","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"3995","21",1,4,"3","01","02","04","2","06","08","2","03","02","03","08","02","03","08","01","1","01","04","04","05","01","02","02","07","04","09","02","07","02","04","08","03","03","07","03","02","01","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"3996","24",2,2,"4","09","01","07","2","04","07","2","04","05","04","04","01","02","09","01","1","02","03","05","04","01","02","02","06","04","08","03","06","02","04","09","02","06","03","04","01","01","04","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"3997","14",1,3,"2","09","03","03","1","06","07","2","04","03","03","07","01","04","07","02","1","03","01","05","05","01","01","06","05","02","08","03","07","01","04","10","01","08","03","01","01","01","03","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"3998","16",1,3,"3","05","08","01","1","04","08","3","01","02","04","06","04","04","05","04","2","03","04","02","03","04","02","04","04","02","04","07","05","06","01","03","08","03","04","04","03","02","06","8","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"3999","16",1,3,"2","05","01","09","1","02","08","1","03","01","02","09","01","08","03","06","1","01","04","03","02","04","04","02","03","04","03","08","07","04","01","03","08","03","04","04","03","01","06","8","3","1","1","06","1","1","01","1","1","1","1","06","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"4000","32",1,3,"3","03","02","05","3","04","06","3","04","03","04","05","03","04","06","02","2","03","03","04","02","03","03","04","05","02","04","07","06","02","04","08","03","04","05","03","02","02","05","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance"
"4001","04",1,3,"3","06","02","06","2","05","08","2","03","02","05","06","05","05","03","05","1","02","04","02","03","05","03","03","04","01","05","06","07","03","02","05","06","02","03","07","02","01","06","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","6","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4002","34",1,2,"3","06","01","06","3","03","07","2","03","03","04","05","04","02","07","03","1","01","04","04","03","03","02","03","06","01","03","08","08","01","03","09","02","03","06","03","01","01","04","6","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4003","04",1,2,"4","06","03","06","1","04","10","1","01","01","07","04","01","06","05","03","1","01","08","01","01","03","04","03","05","01","04","07","08","01","03","07","04","03","05","05","01","01","05","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"insurance"
"4004","04",1,3,"3","06","01","08","1","03","07","1","04","04","03","05","04","04","05","04","1","03","01","04","03","04","01","03","06","01","03","08","04","01","07","08","03","04","05","03","03","01","05","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4005","30",1,1,"1","02","03","03","2","07","03","3","07","10","01","01","10","01","01","04","1","01","05","02","04","01","03","08","01","01","10","01","03","02","08","05","06","07","04","01","01","01","03","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4006","30",2,1,"2","02","02","03","1","07","01","2","09","09","02","02","08","03","02","04","2","01","04","02","04","04","02","06","02","02","09","02","02","01","09","05","06","08","02","02","02","02","03","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4007","14",1,3,"3","09","01","03","4","06","07","4","01","01","05","06","01","01","10","01","1","01","01","01","10","01","01","01","10","01","06","05","05","04","04","10","01","01","06","05","01","01","05","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4008","18",1,3,"3","07","01","05","1","06","07","3","03","03","05","05","01","05","06","01","1","05","03","04","02","02","02","05","04","02","01","10","07","03","02","05","06","04","03","06","01","01","05","5","1","1","1","01","1","1","01","1","1","1","1","06","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"noinsurance"
"4009","18",1,4,"3","07","01","06","3","03","06","1","05","04","01","07","01","01","10","01","1","05","01","04","04","01","01","05","05","03","05","06","10","01","01","10","01","03","07","03","01","01","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"noinsurance"
"4010","04",1,1,"3","06","01","05","5","03","07","1","04","08","02","02","06","05","01","03","1","01","02","01","08","03","08","01","01","01","01","10","06","05","01","04","07","01","02","09","01","01","06","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4011","33",1,2,"3","10","02","06","2","04","06","2","05","04","04","05","03","03","07","02","2","02","03","05","03","02","02","03","06","02","05","06","07","02","03","08","03","04","06","03","01","01","04","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4012","15",1,3,"3","06","02","05","3","04","06","3","04","03","04","05","03","04","06","02","2","03","03","04","02","03","03","04","05","02","04","07","06","02","04","08","03","04","05","03","02","02","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","6","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4013","36",1,2,"1","08","01","06","1","06","01","7","04","04","06","03","01","06","05","03","1","01","05","03","03","03","03","03","05","03","10","01","06","04","04","10","01","06","03","04","01","01","04","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4014","39",1,2,"3","08","01","04","4","05","07","2","03","02","05","06","01","04","07","01","1","01","04","04","05","01","02","02","07","03","10","01","08","01","03","08","03","07","04","02","01","01","03","3","3","1","1","06","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4015","12",1,4,"2","06","02","05","2","05","08","2","03","01","01","10","01","04","07","04","1","01","04","06","01","01","01","06","05","01","01","10","07","03","02","06","05","01","07","01","04","01","06","7","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4016","07",1,3,"3","01","02","05","2","05","07","2","03","03","04","06","03","05","04","04","2","02","04","03","03","04","03","03","04","01","05","06","07","03","02","05","06","03","03","05","02","02","06","7","1","1","5","07","1","5","01","1","4","1","1","01","1","1","1","6","1","1","1","1","1",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4017","15",1,4,"2","06","01","07","3","02","07","2","03","01","02","09","02","02","09","02","1","01","03","03","06","02","01","02","07","04","09","02","07","02","03","09","02","05","05","03","01","02","04","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4018","29",1,4,"2","01","02","03","2","06","08","3","01","01","03","08","03","06","03","04","2","01","05","03","01","03","05","03","03","01","01","10","08","02","03","07","04","02","06","04","02","01","05","9","2","1","1","07","1","1","01","1","1","1","1","04","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"4019","35",1,3,"2","01","03","05","3","05","08","2","03","03","04","06","04","06","03","04","2","02","05","03","03","04","03","04","03","02","07","04","08","02","03","07","04","02","04","06","02","01","05","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4020","13",1,4,"3","03","01","07","2","04","08","2","03","02","02","09","01","03","08","02","1","01","02","06","04","02","02","02","08","02","07","04","07","02","03","10","01","02","08","03","01","01","04","6","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4021","14",1,3,"2","09","03","03","1","06","07","2","04","03","03","07","01","04","07","02","1","03","01","05","05","01","01","06","05","02","08","03","07","01","04","10","01","08","03","01","01","01","03","2","3","1","1","07","1","1","01","1","1","1","1","06","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"4022","11",1,4,"3","07","02","05","2","05","07","1","04","01","04","07","01","07","04","03","1","06","01","01","04","05","03","04","02","02","01","10","07","02","03","07","04","01","02","09","01","01","06","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4023","21",1,4,"3","01","01","07","2","03","09","1","02","02","02","08","03","03","07","02","1","01","05","05","03","02","04","01","07","02","03","08","09","02","01","08","03","05","03","05","01","01","04","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4024","09",1,3,"4","10","01","07","3","03","10","1","01","01","05","06","04","07","01","05","1","01","05","03","01","05","03","05","01","01","01","10","07","04","01","04","07","01","07","04","01","01","05","9","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"noinsurance"
"4025","27",1,2,"5","04","02","06","3","04","06","2","04","06","02","04","02","02","09","07","1","01","04","01","01","02","02","05","01","06","07","04","07","02","04","08","03","07","04","01","01","01","03","2","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4026","19",1,2,"3","09","01","05","3","04","06","2","04","04","05","03","01","04","07","01","1","01","04","03","05","01","02","03","07","02","10","01","07","01","04","08","03","05","05","02","01","01","04","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4027","06",1,2,"3","08","02","05","3","04","07","3","03","03","05","04","02","03","07","02","1","01","04","03","05","02","02","02","07","03","10","01","08","03","03","09","02","04","04","04","02","01","05","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4028","03",1,3,"2","05","01","08","3","01","08","3","01","01","07","04","03","08","01","03","1","01","08","01","01","03","04","05","01","01","01","10","08","03","01","08","03","01","07","04","01","01","05","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"insurance"
"4029","13",1,2,"4","03","01","05","2","06","04","2","07","04","03","05","01","02","09","02","1","01","02","01","08","01","01","03","03","06","09","02","05","03","05","08","03","08","03","01","01","01","03","6","3","1","1","07","1","1","01","1","4","1","1","05","1","1","1","4","1","1","1","1","1",1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,"noinsurance"
"4030","15",1,3,"3","06","01","08","1","03","08","1","03","01","05","06","01","04","07","02","1","01","05","04","03","02","02","04","07","02","05","06","07","04","01","09","02","04","04","05","02","01","05","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4031","13",1,2,"2","03","01","06","1","05","06","3","04","05","05","03","01","06","05","01","1","01","06","05","02","01","05","03","05","01","01","10","08","03","01","08","03","01","09","02","01","01","04","6","1","1","1","07","1","1","01","2","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4032","13",1,3,"3","03","01","08","1","03","07","1","04","04","03","06","03","03","07","04","1","01","02","01","07","03","03","02","03","06","02","09","06","02","04","08","03","06","05","01","01","01","03","6","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4033","06",1,2,"2","08","02","06","2","05","05","4","03","03","07","02","02","06","05","02","1","01","06","02","05","02","03","05","05","01","10","01","08","03","02","09","02","05","04","03","03","01","05","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4034","18",1,3,"3","07","03","06","1","03","09","1","02","02","04","07","03","03","07","01","3","05","03","03","02","02","04","06","03","01","02","09","05","06","01","03","08","06","02","01","05","01","06","5","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","4","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"noinsurance"
"4035","15",2,3,"3","06","01","05","3","04","08","1","03","01","03","08","01","03","08","01","1","03","05","01","04","01","01","06","05","01","01","10","08","01","03","10","01","04","07","01","01","01","04","4","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4036","23",1,2,"4","09","02","04","2","06","06","2","05","04","05","04","01","03","09","01","1","01","02","05","05","01","02","02","06","04","09","02","06","01","05","08","03","07","04","02","02","01","04","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4037","16",1,4,"2","05","01","08","3","01","10","1","01","01","03","08","05","03","05","05","2","01","05","03","02","05","03","02","05","01","01","10","09","02","01","06","05","01","07","04","01","01","05","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4038","13",2,4,"3","03","02","07","3","02","10","1","01","02","01","09","05","04","04","03","1","01","03","05","03","04","04","05","02","01","07","04","07","03","02","07","04","01","06","05","01","01","05","6","3","1","1","07","1","1","01","1","1","1","1","07","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"insurance"
"4039","34",1,4,"3","06","02","05","3","04","08","2","03","01","01","10","01","01","10","01","1","01","01","06","05","01","01","01","06","05","10","01","07","03","03","08","03","01","05","06","01","01","05","6","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4040","13",1,2,"3","03","01","05","1","06","10","1","01","03","05","04","01","01","10","01","1","01","05","06","01","01","01","01","10","01","07","04","10","01","01","10","01","04","05","04","02","01","04","6","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4041","34",1,3,"3","06","01","06","2","04","07","3","02","02","05","05","02","04","07","03","1","02","04","04","03","03","02","03","06","02","06","05","07","02","03","07","04","03","05","04","02","02","05","6","1","1","4","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4042","19",1,2,"4","09","02","06","2","04","07","1","04","05","04","04","02","04","06","03","2","01","04","04","03","02","02","03","06","03","06","05","07","01","04","07","04","04","04","03","02","01","04","2","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4043","18",1,2,"3","07","01","10","1","01","06","1","05","05","04","04","01","04","07","01","1","03","01","04","06","01","04","01","07","01","01","10","04","03","05","08","03","07","04","01","01","01","03","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4044","16",1,3,"3","05","02","03","2","06","08","2","03","02","04","06","02","04","06","02","2","01","05","04","03","02","03","03","06","02","09","02","07","02","03","07","04","04","05","04","02","01","05","8","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4045","03",1,3,"2","05","01","10","1","01","10","1","01","01","05","06","01","06","05","06","1","01","01","01","05","03","01","07","03","01","01","10","10","01","01","05","06","01","01","08","01","03","09","9","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4046","15",1,3,"3","06","01","08","1","03","10","1","01","01","06","05","01","03","08","02","1","03","02","06","03","02","02","03","05","04","06","05","09","02","01","09","02","05","04","03","01","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4047","07",2,2,"5","01","03","05","5","01","06","1","05","05","03","04","03","04","05","05","1","01","03","01","05","05","03","01","01","05","01","10","05","03","05","06","05","04","06","02","02","01","04","7","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4048","20",1,2,"3","06","01","05","2","05","07","2","04","02","06","04","02","06","04","02","1","02","03","02","06","02","02","06","04","02","04","07","05","01","06","08","03","04","04","02","04","02","06","5","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4049","32",1,4,"2","03","01","03","5","05","08","1","03","02","01","09","02","01","09","03","1","01","05","02","04","01","01","02","05","05","10","01","08","01","03","07","04","05","01","06","01","01","04","5","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4050","15",1,2,"3","06","01","08","1","03","08","1","03","01","07","05","02","05","06","02","2","01","04","04","04","02","03","01","07","01","03","08","08","03","01","03","08","01","07","04","01","01","05","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4051","02",1,3,"2","01","07","04","1","01","10","1","01","01","04","07","07","03","03","06","3","01","04","01","01","06","04","01","03","01","01","10","10","01","01","01","10","01","01","07","04","01","07","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4052","29",1,3,"3","01","02","05","2","06","08","2","02","01","06","05","10","01","01","05","1","01","01","01","06","02","09","01","01","01","10","01","07","03","03","09","02","01","06","05","01","01","06","9","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"noinsurance"
"4053","18",1,3,"3","07","01","05","2","05","08","1","03","03","04","06","01","03","08","01","1","04","01","04","04","03","01","03","04","05","04","07","06","03","04","08","03","06","05","01","01","01","03","5","1","1","1","01","1","1","01","1","1","1","1","01","6","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"noinsurance"
"4054","03",2,4,"2","05","01","07","1","04","10","1","01","01","02","09","05","06","02","06","2","01","03","03","02","06","03","03","03","02","01","10","09","02","01","04","07","01","04","06","03","01","06","9","2","1","1","07","1","1","01","1","1","1","1","05","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,"insurance"
"4055","15",1,3,"3","06","01","02","4","06","08","1","03","02","02","09","01","02","09","02","2","01","02","07","04","02","02","01","06","04","10","01","06","03","04","08","03","02","07","04","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4056","17",1,2,"2","08","01","04","2","07","07","3","02","02","05","05","03","03","06","03","1","01","04","03","04","03","02","03","06","02","09","02","08","02","03","08","03","03","07","03","01","01","04","3","1","1","1","07","1","1","01","1","1","1","1","04","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"noinsurance"
"4057","23",1,2,"4","09","01","05","3","05","06","1","05","05","03","04","01","06","05","03","1","01","04","05","01","01","04","01","07","01","01","10","07","02","04","07","04","07","04","01","01","01","03","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4058","13",2,5,"3","03","01","07","1","04","10","1","01","01","04","07","01","05","06","01","1","01","04","07","01","01","03","04","06","01","04","07","10","01","01","10","01","07","01","04","01","01","04","6","1","2","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4059","02",1,3,"2","01","02","04","1","06","08","2","03","01","04","07","03","05","04","04","1","01","04","01","04","04","02","05","04","01","05","06","08","03","01","06","05","03","05","04","01","01","05","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4060","15",2,3,"3","06","01","07","2","04","08","1","03","02","04","07","02","03","08","02","1","02","04","04","05","02","03","02","07","02","02","09","09","01","02","09","02","01","03","08","01","01","05","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4061","29",1,3,"2","01","03","05","3","05","08","2","03","03","04","06","04","06","03","04","2","02","05","03","03","04","03","04","03","02","07","04","08","02","03","07","04","02","04","06","02","01","05","9","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"4062","16",2,4,"3","05","01","06","1","06","10","1","01","01","01","10","01","06","06","01","1","01","10","01","01","01","05","01","06","01","01","10","07","04","01","03","08","01","10","01","01","01","04","8","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4063","15",1,3,"3","06","01","07","3","02","07","1","04","03","04","05","02","03","08","02","1","03","03","02","06","02","03","03","06","02","02","09","08","01","03","08","03","01","06","05","01","01","05","4","1","1","4","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"4064","36",1,2,"2","08","02","05","2","05","03","3","06","06","04","02","02","05","05","03","1","01","03","03","05","03","02","03","06","02","08","03","07","01","04","08","03","05","04","03","02","01","04","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
